ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
1961-09-01,11547.515929623967,6400.66394517106,9604.168968805625,11547.515929623967,11547.515929623967,-0.3020824220375901,-0.3020824220375901,-0.3020824220375901,-0.3020824220375901,-0.3020824220375901,-0.3020824220375901,0.0,0.0,0.0,8059.214349085504
1961-10-01,11681.293405625429,9698.773911938035,12902.31896192842,11681.293405625429,11681.293405625429,-0.028409247525252274,-0.028409247525252274,-0.028409247525252274,-0.028409247525252274,-0.028409247525252274,-0.028409247525252274,0.0,0.0,0.0,11349.436649849918
1961-11-01,11819.530154198266,10407.09086571881,13764.356394684146,11819.530154198266,11819.530154198266,0.0237232959215469,0.0237232959215469,0.0237232959215469,0.0237232959215469,0.0237232959215469,0.0237232959215469,0.0,0.0,0.0,12099.92836569996
1961-12-01,11953.30765281714,8941.542143289884,11976.728113174979,11953.30765281714,11953.30765281714,-0.12356233444206216,-0.12356233444206216,-0.12356233444206216,-0.12356233444206216,-0.12356233444206216,-0.12356233444206216,0.0,0.0,0.0,10476.329054930888
1962-01-01,12091.544401389978,8237.604515925317,11352.133216304885,12091.544401389978,12091.544401389978,-0.1881691331999989,-0.1881691331999989,-0.1881691331999989,-0.1881691331999989,-0.1881691331999989,-0.1881691331999989,0.0,0.0,0.0,9816.288972331127
1962-02-01,12229.781146658524,8575.47915078967,11829.125771289593,12229.781146658524,12229.781146658524,-0.16042978586682144,-0.16042978586682144,-0.16042978586682144,-0.16042978586682144,-0.16042978586682144,-0.16042978586682144,0.0,0.0,0.0,10267.759976102008
1962-03-01,12354.640142384953,12718.314918652128,15849.428059634236,12354.640142384953,12354.640142384953,0.1618960885372399,0.1618960885372399,0.1618960885372399,0.1618960885372399,0.1618960885372399,0.1618960885372399,0.0,0.0,0.0,14354.808056722244
1962-04-01,12492.876887653503,14978.610252664666,18083.438084903715,12492.876887653503,12492.876887653503,0.32654169163893815,0.32654169163893815,0.32654169163893815,0.32654169163893815,0.32654169163893815,0.32654169163893815,0.0,0.0,0.0,16572.32203998487
1962-05-01,12601.684940636847,15715.241746545216,18778.149950899937,12601.684940636847,12601.684940636847,0.36183090387798866,0.36183090387798866,0.36183090387798866,0.36183090387798866,0.36183090387798866,0.36183090387798866,0.0,0.0,0.0,17161.363993093117
1962-06-01,12714.119928719641,13879.133054712274,16912.613188856907,12714.119928719641,12714.119928719641,0.2119631684526661,0.2119631684526661,0.2119631684526661,0.2119631684526661,0.2119631684526661,0.2119631684526661,0.0,0.0,0.0,15409.045072898243
1962-07-01,12822.92798170299,10466.032856646947,13572.741423402487,12822.92798170299,12822.92798170299,-0.06637914246724201,-0.06637914246724201,-0.06637914246724201,-0.06637914246724201,-0.06637914246724201,-0.06637914246724201,0.0,0.0,0.0,11971.753018358342
1962-08-01,12935.362951457812,8591.523546160883,11845.943530228624,12935.362951457812,12935.362951457812,-0.20503467403494116,-0.20503467403494116,-0.20503467403494116,-0.20503467403494116,-0.20503467403494116,-0.20503467403494116,0.0,0.0,0.0,10283.165025182005
1962-09-01,13047.797921212632,7492.82333547822,10545.998952454556,13047.797921212632,13047.797921212632,-0.2980961176492206,-0.2980961176492206,-0.2980961176492206,-0.2980961176492206,-0.2980961176492206,-0.2980961176492206,0.0,0.0,0.0,9158.300017027575
1962-10-01,13156.605956459236,11184.181539472433,14407.256510025738,13156.605956459236,13156.605956459236,-0.025197335927333392,-0.025197335927333392,-0.025197335927333392,-0.025197335927333392,-0.025197335927333392,-0.025197335927333392,0.0,0.0,0.0,12825.094536510776
1962-11-01,13269.22689641879,12020.772522466734,15153.421211696823,13269.22689641879,13269.22689641879,0.02320189328633495,0.02320189328633495,0.02320189328633495,0.02320189328633495,0.02320189328633495,0.02320189328633495,0.0,0.0,0.0,13577.098082861663
1962-12-01,13378.214902831263,10138.685300939957,13199.622125174414,13378.214902831263,13378.214902831263,-0.1279642739019559,-0.1279642739019559,-0.1279642739019559,-0.1279642739019559,-0.1279642739019559,-0.1279642739019559,0.0,0.0,0.0,11666.281346686135
1963-01-01,13490.83584279082,9340.242486828089,12414.158341212238,13490.83584279082,13490.83584279082,-0.19167685999563078,-0.19167685999563078,-0.19167685999563078,-0.19167685999563078,-0.19167685999563078,-0.19167685999563078,0.0,0.0,0.0,10904.954789728166
1963-02-01,13603.645219115957,9836.978753139785,12908.322025492469,13603.645219115957,13603.645219115957,-0.1610833915403265,-0.1610833915403265,-0.1610833915403265,-0.1610833915403265,-0.1610833915403265,-0.1610833915403265,0.0,0.0,0.0,11412.323909909412
1963-03-01,13705.537559022529,14376.792354407311,17546.372909306323,13705.537559022529,13705.537559022529,0.1640925464690001,0.1640925464690001,0.1640925464690001,0.1640925464690001,0.1640925464690001,0.1640925464690001,0.0,0.0,0.0,15954.51411780906
1963-04-01,13818.346935347665,16737.68627270339,19915.21968995965,13818.346935347665,13818.346935347665,0.32780608738369205,0.32780608738369205,0.32780608738369205,0.32780608738369205,0.32780608738369205,0.32780608738369205,0.0,0.0,0.0,18348.085178334415
1963-05-01,13927.517302239989,17310.890540238288,20553.128794405646,13927.517302239989,13927.517302239989,0.3613688701266842,0.3613688701266842,0.3613688701266842,0.3613688701266842,0.3613688701266842,0.3613688701266842,0.0,0.0,0.0,18960.488493420296
1963-06-01,14040.32668136206,15444.327740576342,18685.964097027376,14040.32668136206,14040.32668136206,0.20961350202283796,0.20961350202283796,0.20961350202283796,0.20961350202283796,0.20961350202283796,0.20961350202283796,0.0,0.0,0.0,16983.36872658705
1963-07-01,14149.497048254383,11634.218460095672,14756.793508721265,14149.497048254383,14149.497048254383,-0.06774786783055406,-0.06774786783055406,-0.06774786783055406,-0.06774786783055406,-0.06774786783055406,-0.06774786783055406,0.0,0.0,0.0,13190.89879236043
1963-08-01,14262.306443602687,9730.45427886664,12895.257579060337,14262.306443602687,14262.306443602687,-0.20395655503444526,-0.20395655503444526,-0.20395655503444526,-0.20395655503444526,-0.20395655503444526,-0.20395655503444526,0.0,0.0,0.0,11353.415554519912
1963-09-01,14375.115838950993,8656.89746347705,11834.314835579758,14375.115838950993,14375.115838950993,-0.2939730022030066,-0.2939730022030066,-0.2939730022030066,-0.2939730022030066,-0.2939730022030066,-0.2939730022030066,0.0,0.0,0.0,10149.219878758578
1963-10-01,14484.286221546128,12510.434115896393,15755.908783117167,14484.286221546128,14484.286221546128,-0.02214293819551096,-0.02214293819551096,-0.02214293819551096,-0.02214293819551096,-0.02214293819551096,-0.02214293819551096,0.0,0.0,0.0,14163.561566936341
1963-11-01,14597.095597520596,13279.129370060184,16601.84938615182,14597.095597520596,14597.095597520596,0.022465983764842462,0.022465983764842462,0.022465983764842462,0.022465983764842462,0.022465983764842462,0.022465983764842462,0.0,0.0,0.0,14925.033710228347
1963-12-01,14706.265961366857,11195.405362350772,14424.82305254307,14706.265961366857,14706.265961366857,-0.13239766986928436,-0.13239766986928436,-0.13239766986928436,-0.13239766986928436,-0.13239766986928436,-0.13239766986928436,0.0,0.0,0.0,12759.190615603913
1964-01-01,14819.075337341326,10376.29884921749,13427.374164509325,14819.075337341326,14819.075337341326,-0.19505747417187266,-0.19505747417187266,-0.19505747417187266,-0.19505747417187266,-0.19505747417187266,-0.19505747417187266,0.0,0.0,0.0,11928.503932476835
1964-02-01,14931.884682187676,10735.270761975278,13997.412715498103,14931.884682187676,14931.884682187676,-0.16153667861574214,-0.16153667861574214,-0.16153667861574214,-0.16153667861574214,-0.16153667861574214,-0.16153667861574214,0.0,0.0,0.0,12519.837625153801
1964-03-01,15037.416004785873,15926.436829392065,19043.06726985368,15037.416004785873,15037.416004785873,0.1574400168149811,0.1574400168149811,0.1574400168149811,0.1574400168149811,0.1574400168149811,0.1574400168149811,0.0,0.0,0.0,17404.90703343323
1964-04-01,15150.225349632221,18558.681771835112,21682.442224974064,15150.225349632221,15150.225349632221,0.32366636298525114,0.32366636298525114,0.32366636298525114,0.32366636298525114,0.32366636298525114,0.32366636298525114,0.0,0.0,0.0,20053.84368695464
1964-05-01,15259.381427644266,19200.91934740164,22474.11741053535,15259.381427644266,15259.381427644266,0.36229651191808965,0.36229651191808965,0.36229651191808965,0.36229651191808965,0.36229651191808965,0.36229651191808965,0.0,0.0,0.0,20787.802092907463
1964-06-01,15372.176041590044,17190.753533739688,20224.1139726751,15372.176041590044,15372.176041590044,0.21645665739787556,0.21645665739787556,0.21645665739787556,0.21645665739787556,0.21645665739787556,0.21645665739787556,0.0,0.0,0.0,18699.58588448433
1964-07-01,15481.33211960209,12917.67671058658,16227.393852946552,15481.33211960209,15481.33211960209,-0.06327498022688079,-0.06327498022688079,-0.06327498022688079,-0.06327498022688079,-0.06327498022688079,-0.06327498022688079,0.0,0.0,0.0,14501.751135848492
1964-08-01,15594.126749939218,10804.882995203732,13976.30524954749,15594.126749939218,15594.126749939218,-0.20668949028437741,-0.20668949028437741,-0.20668949028437741,-0.20668949028437741,-0.20668949028437741,-0.20668949028437741,0.0,0.0,0.0,12370.984640564306
1964-09-01,15706.92138027635,9292.94027870719,12573.969540737071,15706.92138027635,15706.92138027635,-0.30592447488910257,-0.30592447488910257,-0.30592447488910257,-0.30592447488910257,-0.30592447488910257,-0.30592447488910257,0.0,0.0,0.0,10901.789704890889
1964-10-01,15816.077474150992,13801.357947204668,16872.78122300633,15816.077474150992,15816.077474150992,-0.031771579673114884,-0.031771579673114884,-0.031771579673114884,-0.031771579673114884,-0.031771579673114884,-0.031771579673114884,0.0,0.0,0.0,15313.575708564847
1964-11-01,15928.872113231406,14815.2281791743,17833.235225991604,15928.872113231406,15928.872113231406,0.0240288207551,0.0240288207551,0.0240288207551,0.0240288207551,0.0240288207551,0.0240288207551,0.0,0.0,0.0,16311.624126071154
1964-12-01,16038.028215567285,12593.863768112918,15666.228515834367,16038.028215567285,16038.028215567285,-0.1192001305404395,-0.1192001305404395,-0.1192001305404395,-0.1192001305404395,-0.1192001305404395,-0.1192001305404395,0.0,0.0,0.0,14126.293158660412
1965-01-01,16150.8228546477,11595.858068523132,14740.028600359301,16150.8228546477,16150.8228546477,-0.18454034483935847,-0.18454034483935847,-0.18454034483935847,-0.18454034483935847,-0.18454034483935847,-0.18454034483935847,0.0,0.0,0.0,13170.344435611622
1965-02-01,16263.617489368693,12199.307016605087,15268.09761729819,16263.617489368693,16263.617489368693,-0.15957487136527881,-0.15957487136527881,-0.15957487136527881,-0.15957487136527881,-0.15957487136527881,-0.15957487136527881,0.0,0.0,0.0,13668.352820568585
1965-03-01,16365.49651427798,17399.324405383893,20664.22231568196,16365.49651427798,16365.49651427798,0.1596762236693871,0.1596762236693871,0.1596762236693871,0.1596762236693871,0.1596762236693871,0.1596762236693871,0.0,0.0,0.0,18978.677196152406
1965-04-01,16478.291148998975,20166.127679270787,23381.688421958665,16478.291148998975,16478.291148998975,0.32516042676485996,0.32516042676485996,0.32516042676485996,0.32516042676485996,0.32516042676485996,0.32516042676485996,0.0,0.0,0.0,21836.379331363096
1965-05-01,16587.400462280653,20969.10495779327,24234.756640121068,16587.400462280653,16587.400462280653,0.3621406989157078,0.3621406989157078,0.3621406989157078,0.3621406989157078,0.3621406989157078,0.3621406989157078,0.0,0.0,0.0,22594.373258885706
1965-06-01,16700.14675267172,18665.159817290565,21889.001839240755,16700.14675267172,16700.14675267172,0.21424641283184204,0.21424641283184204,0.21424641283184204,0.21424641283184204,0.21424641283184204,0.21424641283184204,0.0,0.0,0.0,20278.09328819697
1965-07-01,16809.256065953396,14151.589215846161,17193.1275770338,16809.256065953396,16809.256065953396,-0.0648864183178554,-0.0648864183178554,-0.0648864183178554,-0.0648864183178554,-0.0648864183178554,-0.0648864183178554,0.0,0.0,0.0,15718.563645245997
1965-08-01,16816.770097514927,11739.518897011512,14942.749115797513,16816.770097514927,16816.770097514927,-0.20594576506222648,-0.20594576506222648,-0.20594576506222648,-0.20594576506222648,-0.20594576506222648,-0.20594576506222648,0.0,0.0,0.0,13353.427513906643
1965-09-01,16824.284129076455,10186.17039607205,13391.66570894932,16824.284129076455,16824.284129076455,-0.30208242203758373,-0.30208242203758373,-0.30208242203758373,-0.30208242203758373,-0.30208242203758373,-0.30208242203758373,0.0,0.0,0.0,11741.963630316559
1965-10-01,16831.555772523097,14713.785556132822,17986.145977601547,16831.555772523097,16831.555772523097,-0.02840924752525938,-0.02840924752525938,-0.02840924752525938,-0.02840924752525938,-0.02840924752525938,-0.02840924752525938,0.0,0.0,0.0,16353.38393834628
1965-11-01,16839.01728399406,15714.750764777582,18666.280073852235,16839.01728399406,16839.01728399406,0.02372329592154686,0.02372329592154686,0.02372329592154686,0.02372329592154686,0.02372329592154686,0.02372329592154686,0.0,0.0,0.0,17238.494274050292
1965-12-01,16846.238101546598,13294.288899320922,16461.47900375849,16846.238101546598,16846.238101546598,-0.12356233444205729,-0.12356233444205729,-0.12356233444205729,-0.12356233444205729,-0.12356233444205729,-0.12356233444205729,0.0,0.0,0.0,14764.677595152769
1966-01-01,16853.69961301756,12133.944215385121,15362.450005116478,16853.69961301756,16853.69961301756,-0.18816913319999945,-0.18816913319999945,-0.18816913319999945,-0.18816913319999945,-0.18816913319999945,-0.18816913319999945,0.0,0.0,0.0,13682.35356562288
1966-02-01,16861.16111265465,12570.287381331811,15725.40257820087,16861.16111265465,16861.16111265465,-0.16042978586682174,-0.16042978586682174,-0.16042978586682174,-0.16042978586682174,-0.16042978586682174,-0.16042978586682174,0.0,0.0,0.0,14156.128645885481
1966-03-01,16867.900531681695,18033.71650329481,21198.200684089785,16867.900531681695,16867.900531681695,0.1618960885372432,0.1618960885372432,0.1618960885372432,0.1618960885372432,0.1618960885372432,0.1618960885372432,0.0,0.0,0.0,19598.747649596244
1966-04-01,16875.362031318782,20744.067478603283,23921.205504750706,16875.362031318782,16875.362031318782,0.3265416916389353,0.3265416916389353,0.3265416916389353,0.3265416916389353,0.3265416916389353,0.3265416916389353,0.0,0.0,0.0,22385.871296045076
1966-05-01,16882.5828310348,21380.621809454206,24607.989055715443,16882.5828310348,16882.5828310348,0.3618309038779858,0.3618309038779858,0.3618309038779858,0.3618309038779858,0.3618309038779858,0.3618309038779858,0.0,0.0,0.0,22991.223036583084
1966-06-01,16890.044324074686,18949.847925283495,22081.730129121308,16890.044324074686,16890.044324074686,0.21196316845266228,0.21196316845266228,0.21196316845266228,0.21196316845266228,0.21196316845266228,0.21196316845266228,0.0,0.0,0.0,20470.111634311463
1966-07-01,16897.265123790705,14127.262585675997,17427.978587607173,16897.265123790705,16897.265123790705,-0.06637914246724311,-0.06637914246724311,-0.06637914246724311,-0.06637914246724311,-0.06637914246724311,-0.06637914246724311,0.0,0.0,0.0,15775.639154831824
1966-08-01,16904.726616830587,11861.589729540035,15035.764689307725,16904.726616830587,16904.726616830587,-0.20503467403494097,-0.20503467403494097,-0.20503467403494097,-0.20503467403494097,-0.20503467403494097,-0.20503467403494097,0.0,0.0,0.0,13438.671505298938
1966-09-01,16912.188109870473,10261.39765525384,13586.988384850723,16912.188109870473,16912.188109870473,-0.29809611764921723,-0.29809611764921723,-0.29809611764921723,-0.29809611764921723,-0.29809611764921723,-0.29809611764921723,0.0,0.0,0.0,11870.730493364832
1966-10-01,16919.40890958649,14911.98707005335,18095.706595636777,16919.40890958649,16919.40890958649,-0.025197335927330904,-0.025197335927330904,-0.025197335927330904,-0.025197335927330904,-0.025197335927330904,-0.025197335927330904,0.0,0.0,0.0,16493.084879599766
1966-11-01,16926.870402626373,15795.305091716233,18965.669314296327,16926.870402626373,16926.870402626373,0.023201893286334048,0.023201893286334048,0.023201893286334048,0.023201893286334048,0.023201893286334048,0.023201893286334048,0.0,0.0,0.0,17319.605843379715
1966-12-01,16934.09120234239,13327.202672236886,16328.125555397746,16934.09120234239,16934.09120234239,-0.12796427390195017,-0.12796427390195017,-0.12796427390195017,-0.12796427390195017,-0.12796427390195017,-0.12796427390195017,0.0,0.0,0.0,14767.132517445245
1967-01-01,16941.552695382277,12030.902634498994,15206.481105106513,16939.695544791244,16943.001633811706,-0.19167685999563008,-0.19167685999563008,-0.19167685999563008,-0.19167685999563008,-0.19167685999563008,-0.19167685999563008,0.0,0.0,0.0,13694.2490712809
1967-02-01,16949.01418842216,12687.053798936313,15825.087110000972,16938.40649136149,16956.997227367192,-0.16108339154032533,-0.16108339154032533,-0.16108339154032533,-0.16108339154032533,-0.16108339154032533,-0.16108339154032533,0.0,0.0,0.0,14218.809499686024
1967-03-01,16955.753601490444,18051.213652082097,21195.972835769062,16933.687666576625,16976.741337026142,0.16409254646899732,0.16409254646899732,0.16409254646899732,0.16409254646899732,0.16409254646899732,0.16409254646899732,0.0,0.0,0.0,19738.06638725988
1967-04-01,16963.21509453033,20955.355739211653,24144.584456520195,16928.481538071792,17000.137839876177,0.3278060873836921,0.3278060873836921,0.3278060873836921,0.3278060873836921,0.3278060873836921,0.3278060873836921,0.0,0.0,0.0,22523.8602641163
1967-05-01,16970.435894246348,21436.10667333595,24694.838176971294,16923.051131103155,17025.099702690375,0.361368870126685,0.361368870126685,0.361368870126685,0.361368870126685,0.361368870126685,0.361368870126685,0.0,0.0,0.0,23103.02313890749
1967-06-01,16977.89738728623,19011.823963588846,22059.819054377334,16913.62449975461,17049.356486612774,0.20961350202283663,0.20961350202283663,0.20961350202283663,0.20961350202283663,0.20961350202283663,0.20961350202283663,0.0,0.0,0.0,20536.693915619664
1967-07-01,16985.11818700225,14166.74131076339,17350.498115947477,16901.810926981798,17073.86803243196,-0.06774786783054983,-0.06774786783054983,-0.06774786783054983,-0.06774786783054983,-0.06774786783054983,-0.06774786783054983,0.0,0.0,0.0,15834.412644982951
1967-08-01,16992.579680042134,11961.847072496357,15009.304770165276,16888.546017298217,17099.865988328173,-0.20395655503444415,-0.20395655503444415,-0.20395655503444415,-0.20395655503444415,-0.20395655503444415,-0.20395655503444415,0.0,0.0,0.0,13526.831667352442
1967-09-01,17000.041173082016,10414.265641386137,13506.859678250876,16873.605953129394,17130.02240544693,-0.2939730022030052,-0.2939730022030052,-0.2939730022030052,-0.2939730022030052,-0.2939730022030052,-0.2939730022030052,0.0,0.0,0.0,12002.488031856397
1967-10-01,17007.261972798035,15002.793698379395,18296.288461355056,16860.413658857356,17158.533409363718,-0.02214293819550689,-0.02214293819550689,-0.02214293819550689,-0.02214293819550689,-0.02214293819550689,-0.02214293819550689,0.0,0.0,0.0,16630.671222059573
1967-11-01,17014.72346583792,15810.38736858682,18907.549557919116,16843.178240274472,17195.93862596875,0.02246598376484243,0.02246598376484243,0.02246598376484243,0.02246598376484243,0.02246598376484243,0.02246598376484243,0.0,0.0,0.0,17396.97596698472
1967-12-01,17021.94426555394,13143.02963425316,16536.38344522729,16818.61878204514,17231.9988028554,-0.1323976698692887,-0.1323976698692887,-0.1323976698692887,-0.1323976698692887,-0.1323976698692887,-0.1323976698692887,0.0,0.0,0.0,14768.278508149697
